"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Final","FD",23/06/18,3,"AUT2",06:39.25,"HAFERGUT, Johannes; MADERNER, Alexander"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R1",22/06/18,1,"NZL",06:22.12,"VAN DALEN, Benjamin; DUNHAM, Matthew"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R1",22/06/18,2,"BEL",06:22.14,"BRYS, Tim; VAN ZANDWEGHE, Niels"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R1",22/06/18,3,"GBR1",06:24.78,"MOTTRAM, Samuel; LEE-GREEN, Zak"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R1",22/06/18,4,"AUT1",06:29.93,"SCHOEBERL, Julian; SIEBER, Bernhard"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R2",22/06/18,1,"GBR2",06:31.96,"COPUS, Jamie; HORSBURGH, Gavin"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R2",22/06/18,2,"DEN",06:34.72,"MODEST, Alexander; ESPENSEN, Emil"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R2",22/06/18,3,"ARG",06:42.53,"COLOMINO, Alejandro; LAURO, Carlo"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R2",22/06/18,4,"GRE",06:43.54,"PAPAKONSTANTINOU, Antonios; NTINENIS, Charalampos"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R3",22/06/18,1,"GER",06:31.27,"WICHERT, Lars; STEINHUEBEL, Konstantin"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R3",22/06/18,2,"UKR",06:31.81,"KHMARA, Igor; KOVALOV, Stanislav"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R3",22/06/18,3,"FRA2",06:34.35,"BEUREY, Hugo; BOVE, Ivan"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R3",22/06/18,4,"FIN",06:42.48,"PETAEJAENIEMI, Juho-Pekka; HIRVILAMPI, Kasper"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R4",22/06/18,1,"ITA2",06:26.09,"SCALZONE, Alfonso; SOARES, Gabriel"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R4",22/06/18,2,"SUI",06:28.44,"STRUZINA, Andri; MUELLER, Julian"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R4",22/06/18,3,"CHN",06:30.44,"CHEN, Sensen; FAN, Junjie"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R4",22/06/18,4,"SWE",06:34.44,"NILSSON, Filip; JOHANSSON, Mattias"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Repechage","R4",22/06/18,5,"AUT2",06:44.33,"HAFERGUT, Johannes; MADERNER, Alexander"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,1,"NOR",06:18.80,"BRUN, Kristoffer; STRANDLI, Are"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,2,"BEL",06:20.29,"BRYS, Tim; VAN ZANDWEGHE, Niels"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,3,"FRA1",06:20.58,"HOUIN, Pierre; BAROUKH, Thomas"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,4,"GBR2",06:22.03,"COPUS, Jamie; HORSBURGH, Gavin"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,5,"ITA2",06:23.25,"SCALZONE, Alfonso; SOARES, Gabriel"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",23/06/18,6,"UKR",06:26.48,"KHMARA, Igor; KOVALOV, Stanislav"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,1,"ITA1",06:23.06,"OPPO, Stefano; RUTA, Pietro"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,2,"POL",06:24.45,"KOWALSKI, Jerzy; JANKOWSKI, Milosz"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,3,"NZL",06:24.49,"VAN DALEN, Benjamin; DUNHAM, Matthew"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,4,"DEN",06:27.34,"MODEST, Alexander; ESPENSEN, Emil"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,5,"SUI",06:31.68,"STRUZINA, Andri; MUELLER, Julian"
"2018 World Rowing Cup II","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",23/06/18,6,"GER",06:33.20,"WICHERT, Lars; STEINHUEBEL, Konstantin"
"2018 World Rowing Cup II","LM2-","Lightweight Men's Pair - Final","FA",23/06/18,1,"BRA",06:48.12,"VELA MAGGI, Xavier; GIARETTON, Willian"
"2018 World Rowing Cup II","LM2-","Lightweight Men's Pair - Final","FA",23/06/18,2,"AUT",06:53.25,"LINDORFER, Lorenz ; SIGL, Anton"
"2018 World Rowing Cup II","LM2-","Lightweight Men's Pair - Preleminary","X1",22/06/18,1,"AUT",06:57.46,"LINDORFER, Lorenz ; SIGL, Anton"
"2018 World Rowing Cup II","LM2-","Lightweight Men's Pair - Preleminary","X1",22/06/18,2,"BRA",08:45.56,"VELA MAGGI, Xavier; GIARETTON, Willian"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,1,"ITA",05:52.58,"AMARANTEII, Catello; DI GIROLAMO, Paolo; MICHELETTI, Andrea; MULAS, Matteo"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,2,"GER",05:58.36,"AGNE, Joachim; ROEGER, Max; ROLLER, Florian; MOOS, Moritz"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,3,"NOR",06:01.00,"WIE-SOLTVEDT, Didrik; SOEDAL, Oskar; HOLM, Jens; BENSKE, Lars"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,4,"AUT",06:01.34,"KREITMEIER, Lukas; WEBER, Levi; ERLMOSER, Severin; KABAS, Sebastian"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,5,"AUS",06:01.58,"FOWLER, Cameron; KELLY, Jack; HESELTINE, Blaine; KERR, James"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Final","FA",23/06/18,6,"HUN",06:10.30,"TAMAS, Bence; FIALA, Balazs; FORRAI, David; CSISZAR, Peter"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,1,"ITA",06:00.13,"AMARANTEII, Catello; DI GIROLAMO, Paolo; MICHELETTI, Andrea; MULAS, Matteo"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,2,"NOR",06:08.94,"WIE-SOLTVEDT, Didrik; SOEDAL, Oskar; HOLM, Jens; BENSKE, Lars"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,3,"GER",06:09.29,"AGNE, Joachim; ROEGER, Max; ROLLER, Florian; MOOS, Moritz"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,4,"AUS",06:09.96,"FOWLER, Cameron; KELLY, Jack; HESELTINE, Blaine; KERR, James"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,5,"AUT",06:13.65,"KREITMEIER, Lukas; WEBER, Levi; ERLMOSER, Severin; KABAS, Sebastian"
"2018 World Rowing Cup II","LM4x","Lightweight Men's Quadruple Sculls - Preleminary","X1",22/06/18,6,"HUN",06:14.22,"TAMAS, Bence; FIALA, Balazs; FORRAI, David; CSISZAR, Peter"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H1",22/06/18,1,"SUI2",07:04.90,"RUEEDI, Fiorin"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H1",22/06/18,2,"NOR",07:05.49,"TJOEM, Ask Jarl"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H1",22/06/18,3,"SUI1",07:06.80,"SCHMID, Michael"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H1",22/06/18,4,"AUS",07:07.43,"PARRY, Hamish"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H1",22/06/18,5,"AUT2",07:07.99,"KEPPLINGER, Rainer"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H2",22/06/18,1,"GER2",06:58.54,"ROMMELMANN, Jonathan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H2",22/06/18,2,"BRA",07:02.61,"BATISTA, Uncas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H2",22/06/18,3,"NZL",07:03.45,"LASSCHE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H2",22/06/18,4,"CHN",07:07.75,"ZHANG, Zhiyuan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H2",22/06/18,5,"FRA",07:08.58,"COLARD, Thibault"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H3",22/06/18,1,"GER1",06:57.83,"OSBORNE, Jason"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H3",22/06/18,2,"AUT1",07:04.63,"SIEBER, Paul"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H3",22/06/18,3,"ITA",07:05.65,"GORETTI, Martino"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H3",22/06/18,4,"GBR",07:14.41,"TEMPLE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Heat","H3",22/06/18,5,"FIN",07:29.43,"PETAEJAENIEMI, Joonas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,1,"GER1",06:52.41,"OSBORNE, Jason"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,2,"SUI1",06:55.31,"SCHMID, Michael"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,3,"ITA",06:55.68,"GORETTI, Martino"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,4,"GER2",06:56.88,"ROMMELMANN, Jonathan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,5,"NZL",07:07.26,"LASSCHE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FA",23/06/18,6,"SUI2",07:15.26,"RUEEDI, Fiorin"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,1,"NOR",07:00.73,"TJOEM, Ask Jarl"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,2,"CHN",07:01.07,"ZHANG, Zhiyuan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,3,"BRA",07:05.84,"BATISTA, Uncas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,4,"AUS",07:06.41,"PARRY, Hamish"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,5,"AUT1",07:06.93,"SIEBER, Paul"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FB",23/06/18,6,"FRA",07:15.89,"COLARD, Thibault"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FC",23/06/18,1,"AUT2",07:04.54,"KEPPLINGER, Rainer"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FC",23/06/18,2,"GBR",07:08.83,"TEMPLE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Final","FC",23/06/18,3,"FIN",07:25.85,"PETAEJAENIEMI, Joonas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,1,"AUS",07:17.11,"PARRY, Hamish"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,2,"FRA",07:18.64,"COLARD, Thibault"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,3,"CHN",07:18.99,"ZHANG, Zhiyuan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,4,"AUT2",07:19.52,"KEPPLINGER, Rainer"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,5,"GBR",07:27.79,"TEMPLE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Repechage","R1",22/06/18,6,"FIN",07:51.57,"PETAEJAENIEMI, Joonas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,1,"GER1",06:55.94,"OSBORNE, Jason"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,2,"ITA",06:57.50,"GORETTI, Martino"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,3,"SUI2",06:58.88,"RUEEDI, Fiorin"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,4,"CHN",07:02.32,"ZHANG, Zhiyuan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,5,"BRA",07:05.57,"BATISTA, Uncas"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 1",23/06/18,6,"FRA",07:16.26,"COLARD, Thibault"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,1,"SUI1",06:57.81,"SCHMID, Michael"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,2,"GER2",06:58.31,"ROMMELMANN, Jonathan"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,3,"NZL",07:00.66,"LASSCHE, James"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,4,"AUS",07:02.77,"PARRY, Hamish"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,5,"NOR",07:05.21,"TJOEM, Ask Jarl"
"2018 World Rowing Cup II","LM1x","Lightweight Men's Single Sculls - Semifinal","SA/B 2",23/06/18,6,"AUT1",07:09.44,"SIEBER, Paul"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,1,"GBR1",07:00.39,"PIGGOTT, Eleanor; RAWLINS, Francesca"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,2,"AUS2",07:00.84,"ARCH, Alice; JAMES, Amy"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,3,"NED",07:01.61,"KEIJSER, Marieke; PAULIS, Ilse"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,4,"GBR2",07:02.95,"HALL, Gemma; ARLETT, Madeleine"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,5,"GER",07:05.66,"MEIER, Ladina; PLESS, Leonie"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H1",22/06/18,6,"AUT2",07:26.83,"BRESCHAN, Alexandra; TOLLINGER, Valentina"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,1,"NZL",06:53.01,"MCBRIDE, Zoe; KIDDLE, Jackie"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,2,"POL",06:54.39,"DERESZ, Weronika; WELNA, Katarzyna"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,3,"ITA",06:55.67,"RODINI, Valentina; CESARINI, Federica"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,4,"CHN2",06:58.22,"WU, Qiang; LIANG, Guoru"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,5,"AUT1",07:07.02,"ALTENHUBER, Louisa; ARNDORFER, Laura"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H2",22/06/18,6,"NOR",07:14.61,"KRISTIANSEN, Siri Eva; LUND, Maia"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H3",22/06/18,1,"ROU",07:01.36,"COZMIUC, Ionela-Livia; BELEAGA, Gianina-Elena"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H3",22/06/18,2,"SUI",07:08.26,"MERZ, Patricia; ROL, Frederique"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H3",22/06/18,3,"CHN1",07:09.06,"CHEN, Fang; PAN, Dandan"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H3",22/06/18,4,"USA",07:16.24,"SAEGER, Hillary; JONES, Mary"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Heat","H3",22/06/18,5,"AUS1",07:19.44,"MIANSAROW, Georgia; NESBITT, Georgia"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,1,"ITA",06:54.10,"RODINI, Valentina; CESARINI, Federica"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,2,"NED",06:55.63,"KEIJSER, Marieke; PAULIS, Ilse"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,3,"ROU",06:57.02,"COZMIUC, Ionela-Livia; BELEAGA, Gianina-Elena"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,4,"SUI",06:57.04,"MERZ, Patricia; ROL, Frederique"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,5,"NZL",06:57.15,"MCBRIDE, Zoe; KIDDLE, Jackie"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FA",24/06/18,6,"POL",07:01.92,"DERESZ, Weronika; WELNA, Katarzyna"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,1,"CHN2",07:03.44,"WU, Qiang; LIANG, Guoru"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,2,"GBR1",07:04.57,"PIGGOTT, Eleanor; RAWLINS, Francesca"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,3,"CHN1",07:05.02,"CHEN, Fang; PAN, Dandan"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,4,"GBR2",07:07.34,"HALL, Gemma; ARLETT, Madeleine"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,5,"AUS2",07:07.89,"ARCH, Alice; JAMES, Amy"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FB",24/06/18,6,"GER",07:09.98,"MEIER, Ladina; PLESS, Leonie"
"2018 World Rowing Cup II","LW2x","Lightweight Women's Double Sculls - Final","FC",23/06/18,1,"AUT1",07:03.52,"ALTENHUBER, Louisa; ARNDORFER, Laura"
