"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Final","FC",1,"ARG","06:29.190","LIENHARD, Ulf; MASSA, Sebastian"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Final","FC",2,"GBR","06:32.670","KAY, Tom; MIDDLETON, Tom"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Final","FC",3,"SWE","06:34.110","KAELLSTROEM, Josef; BATEMYR, Anders"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Final","FC",4,"HKG","06:49.190","LO, Sing Yan; LUI, Kam Chi"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Final","FC",5,"PAK","06:52.120","ALI, Zahid; ISLAM, Hazrat"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R1",1,"JPN","06:33.810","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R1",2,"NED","06:36.990","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R1",3,"SWE","06:38.770","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R1",4,"RUS","06:44.530","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R2",1,"ESP","06:39.200","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R2",2,"USA","06:39.720","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R2",3,"CUB","06:44.030","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R3",1,"GER","06:36.260","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R3",2,"MEX","06:38.070","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R3",3,"ARG","06:41.100","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R3",4,"HKG","07:05.050","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R4",1,"SUI","06:35.390","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R4",2,"GRE","06:38.780","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R4",3,"GBR","06:43.250","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Repechage","R4",4,"PAK","07:13.980","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",1,"FRA","06:21.320","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",2,"ITA","06:21.590","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",3,"JPN","06:23.370","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",4,"GRE","06:25.380","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",5,"USA","06:32.860","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 1",6,"ESP","06:39.490","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",1,"POL","06:20.600","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",2,"SUI","06:23.080","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",3,"GER","06:24.550","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",4,"AUS","06:25.200","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",5,"MEX","06:33.620","No Crew Recorded"
"2000 Olympic Games","LM2x","Lightweight Men's Double Sculls - Semifinal","SA/B 2",6,"NED","06:43.800","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H1",1,"FRA","06:09.320","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H1",2,"CAN","06:10.370","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H1",3,"GER","06:16.370","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H1",4,"CHI","06:21.100","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H1",5,"JPN","06:23.310","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H2",1,"AUS","06:11.420","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H2",2,"NED","06:14.370","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H2",3,"AUT","06:16.940","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H2",4,"RUS","06:17.010","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H2",5,"IRL","06:18.940","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H3",1,"ITA","06:14.890","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H3",2,"USA","06:16.360","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H3",3,"RSA","06:17.880","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Heat","H3",4,"DEN","06:21.300","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",1,"FRA","06:01.680","PORCHIER, Laurent; BETTE, Jean-Christophe; HOCDE, Yves; DORFMAN, Xavier"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",2,"AUS","06:02.090","BURGESS, Simon; EDWARDS, Anthony; BALMFORTH, Darren; RICHARDS, Bob"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",3,"DEN","06:03.510","MADSEN, Soeren; EBERT, Thomas; EBBESEN, Eskild; FEDDERSEN, Victor"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",4,"ITA","06:03.770","AMITRANO, Salvatore; SANCASSANI, Franco; AMARANTEI, Catello; GADDI, Carlo"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",5,"RSA","06:07.670","ROWAND, Mark; HAWKINS, Ross; TOBLER, Roger; HASSELBACH, Michael"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FA",6,"USA","06:10.090","SCHNEIDER, Marcus; RUCKMAN, Gregory; TETI, Paul; AUTH, Tom"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",1,"CAN","06:04.310","BRAMBELL, Iain; DAVIDSON, Chris; HASSETT, Gavin; BEARE, Jon"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",2,"NED","06:05.960","TROOSTER, Joris; SPAANS, Jeroen; KOLKMAN, Simon; VAN DER VOOREN, Robert"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",3,"AUT","06:07.840","JURTSCHITSCH, Helfried; WAKOLBINGER, Bernd; KOBAU, Martin; SIGL, Wolfgang"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",4,"RUS","06:09.120","KARTASJOV, Dmitri; SHEVEL, Andrey; BUKREEV, Sergey; ZYUZIN, Alexander"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",5,"IRL","06:09.840","MAXWELL, Neville; BYRNE, Neal; TOWEY, Gearoid; O'CONNOR, Tony"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Final","FB",6,"GER","06:15.310","HAENDLE, Roland; SPAETER, Bjoern; SCHMIDT, Thorsten; MIELKE, Marcus"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Repechage","R",1,"DEN","06:08.630","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Repechage","R",2,"RUS","06:10.350","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Repechage","R",3,"IRL","06:13.000","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Repechage","R",4,"CHI","06:15.490","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Repechage","R",5,"JPN","06:18.560","No Crew Recorded"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",1,"AUS","06:00.820","BURGESS, Simon; EDWARDS, Anthony; BALMFORTH, Darren; RICHARDS, Bob"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",2,"FRA","06:00.850","PORCHIER, Laurent; BETTE, Jean-Christophe; HOCDE, Yves; DORFMAN, Xavier"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",3,"USA","06:05.130","SCHNEIDER, Marcus; RUCKMAN, Gregory; TETI, Paul; AUTH, Tom"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",4,"AUT","06:10.110","JURTSCHITSCH, Helfried; WAKOLBINGER, Bernd; KOBAU, Martin; SIGL, Wolfgang"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",5,"IRL","06:10.300","MAXWELL, Neville; BYRNE, Neal; TOWEY, Gearoid; O'CONNOR, Tony"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 1",6,"GER","06:15.750","HAENDLE, Roland; SPAETER, Bjoern; SCHMIDT, Thorsten; MIELKE, Marcus"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",1,"ITA","06:00.820","AMARANTEI, Catello; SANCASSANI, Franco; AMITRANO, Salvatore; GADDI, Carlo"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",2,"DEN","06:01.670","MADSEN, Soeren; EBERT, Thomas; EBBESEN, Eskild; FEDDERSEN, Victor"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",3,"RSA","06:02.090","ROWAND, Mark; TOBLER, Roger; HAWKINS, Ross; HASSELBACH, Michael"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",4,"CAN","06:02.490","BRAMBELL, Iain; DAVIDSON, Chris; HASSETT, Gavin; BEARE, Jon"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",5,"NED","06:03.250","TROOSTER, Joris; SPAANS, Jeroen; KOLKMAN, Simon; VAN DER VOOREN, Robert"
"2000 Olympic Games","LM4-","Lightweight Men's Four - Semifinal","SA/B 2",6,"RUS","06:07.990","KARTASJOV, Dmitri; SHEVEL, Andrey; BUKREEV, Sergey; ZYUZIN, Alexander"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",1,"GER","07:11.270","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",2,"FRA","07:16.530","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",3,"CHN","07:21.550","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",4,"JPN","07:27.120","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",5,"MEX","07:36.510","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H1",6,"KOR","08:00.450","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",1,"USA","07:09.990","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",2,"AUS","07:11.110","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",3,"NED","07:18.040","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",4,"CAN","07:20.600","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",5,"BUL","07:22.510","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H2",6,"CUB","07:38.260","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",1,"ROM","07:16.650","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",2,"SUI","07:21.430","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",3,"GRE","07:23.890","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",4,"POL","07:28.990","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",5,"HUN","07:30.740","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Heat","H3",6,"ARG","07:31.050","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",1,"ROM","07:02.640","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",2,"GER","07:02.950","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",3,"USA","07:06.370","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",4,"AUS","07:12.040","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",5,"SUI","07:15.570","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FA",6,"NED","07:17.890","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",1,"FRA","07:10.700","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",2,"POL","07:12.760","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",3,"CAN","07:13.760","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",4,"CHN","07:15.310","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",5,"GRE","07:17.110","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FB",6,"BUL","07:17.640","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",1,"HUN","07:13.220","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",2,"JPN","07:15.010","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",3,"CUB","07:19.630","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",4,"MEX","07:25.000","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",5,"KOR","07:42.070","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Final","FC",0,"ARG","00:00.000","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R1",1,"NED","07:10.460","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R1",2,"FRA","07:11.460","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R1",3,"POL","07:20.870","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R1",4,"CUB","07:29.100","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R1",5,"MEX","07:33.580","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R2",1,"AUS","07:14.080","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R2",2,"GRE","07:17.380","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R2",3,"BUL","07:18.900","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R2",4,"HUN","07:20.210","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R2",5,"JPN","07:23.360","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R3",1,"SUI","07:12.990","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R3",2,"CAN","07:18.830","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R3",3,"CHN","07:21.000","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R3",4,"ARG","07:28.190","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Repechage","R3",5,"KOR","07:55.740","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",1,"ROM","06:59.850","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",2,"NED","07:07.160","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",3,"SUI","07:07.220","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",4,"POL","07:08.730","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",5,"CHN","07:18.600","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 1",6,"BUL","07:22.470","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",1,"USA","07:04.860","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",2,"GER","07:02.460","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",3,"AUS","07:06.580","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",4,"FRA","07:09.320","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",5,"CAN","07:14.580","No Crew Recorded"
"2000 Olympic Games","LW2x","Lightweight Women's Double Sculls - Semifinal","SA/B 2",6,"GRE","07:21.880","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",1,"HUN","09:28.330","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",1,"HUN","06:28.330","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",2,"POL","06:31.910","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",3,"FRA","06:32.690","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",4,"CAN","06:35.410","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",5,"CRO","06:39.690","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H1",6,"ESP","06:42.690","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H2",1,"SLO","06:24.920","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H2",2,"ITA","06:33.110","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H2",3,"USA","06:37.810","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H2",4,"EST","06:41.740","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H2",5,"DEN","06:58.880","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H3",1,"NOR","06:25.630","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H3",2,"GER","06:34.660","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H3",3,"UKR","06:38.060","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H3",4,"CUB","06:40.270","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Heat","H3",5,"CHN","06:50.940","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",1,"SLO","06:16.630","SPIK, Luka; COP, Iztok"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",2,"NOR","06:17.980","TUFTE, Olaf; BEKKEN, Fredrik"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",3,"ITA","06:20.490","CALABRESE, Giovanni; SARTORI, Nicola"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",4,"GER","06:23.580","MAYER, Sebastian; ROEHNERT, Stefan"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",5,"HUN","06:27.040","PETO, Tibor; HALLER, Akos"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FA",6,"POL","06:32.110","KOROL, Adam; KOLBOWICZ, Marek"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",1,"FRA","06:20.720","KOWAL, Frederic; HARDY, Adrien"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",2,"USA","06:21.710","NUZUM, Henry; FERRY, Mike"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",3,"EST","06:22.780","GULOV, Leonid; SILIN, Andrei"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",4,"DEN","06:23.200","SAMUELSON, Bertil; KALISZAN, Bo"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",5,"UKR","06:27.240","ZAITSEV, Kostiantyn; PRONENKO, Kostiantyn"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FB",6,"CUB","07:28.230","MARTINEZ HECHEVARRIA, Yosbel; HERNANDEZ ARRUEZ, Yoennis"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FC",1,"CAN","06:28.610","HALLETT, Todd; SEITERLE, Dominic"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FC",2,"CRO","06:31.780","JUKIC, Ivan; JARNJEVIC, Tihomir"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FC",3,"CHN","06:36.970","HUA, Lingjun; LIANG, Hong-Ming"
"2000 Olympic Games","M2x","Men's Double Sculls - Final","FC",4,"ESP","06:40.170","MONTESERIN GOMEZ, Mauricio; RIOS ALVAREZ, Jaime"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R1",1,"POL","06:32.300","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R1",2,"USA","06:34.560","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R1",3,"CUB","06:35.760","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R1",4,"CRO","06:43.600","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R2",1,"ITA","06:25.980","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R2",2,"DEN","06:30.870","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R2",3,"UKR","06:33.230","No Crew Recorded"
"2000 Olympic Games","M2x","Men's Double Sculls - Repechage","R2",4,"CAN","06:35.040","No Crew Recorded"
